,0
בַּלָּט,בלט
הַמְבַזֶּה,המבזה
הַבְּגָדִים,הבגדים
וַיְכַסֻּהוּ,ויכסוהו
בַּבְּגָדִים,בבגדים
יִחַם,יחם
הֱסִיתְךָ,הסיתך
בִי,בי
יָרַח,ירח
מֵסִית,מסית
קָרֵית,קרית
מַכְשִׁילְךָ,מכשילך
לִפְקֻדֵיהֶם,לפקודיהם
וְנָתְנוּ,ונתנו
כֹּפֶר,כופר
וַיָּסֶת,ויסת
מְנֵה,מנה
דִּמְנִינְהוּ,דמנינהו
וַיִּתֵּן,וייתן
דֶּבֶר,דבר
מֵהַבֹּקֶר,מהבקר
חַתְנֵהּ,חתניה
שְׁחִיטַת,שחיטת
הַתָּמִיד,התמיד
זְרִיקָתוֹ,זריקתו
לַמַּלְאָךְ,למלאך
בָּעָם,בעם
לְמַלְאָךְ,למלאך
שֶׁבָּהֶם,שבהם
לִפָּרַע,ליפרע
חוֹבוֹת,חובות
אֲבִישַׁי,אבישי
צְרוּיָה,צרויה
כְּרֻבָּהּ,כרובה
וּבְהַשְׁחֵת,ובהשחית
וִינַחֵם,וינחם
רָאָם,ראם
אֶפְרוֹ,אפרו
הַשֶּׂה,השה
כִּפּוּרִים,כיפורים
וְלָקַחְתָּ,ולקחת
הַכִּפֻּרִים,הכפורים
מֵאֵת,מאת
יֵרָאֶה,יראה
יֵאָמֵר,ייאמר
קַפֶּנְדַּרְיָא,קפנדריא
כִּשְׁמָהּ,כשמה
סַמָּא,סמא
אַדְּמַקֵּפְנָא,אדמקיפנא
אַדָּרֵי,אדרי
אֵעוּל,איעול
לַעֲשׂוֹתוֹ,לעשותו
שְׁבִיל,שביל
וּבְבֹא,ובבא
בַּמּוֹעֲדִים,במועדים
הָרוֹקֵק,הרוקק
בַּזְּמַן,בזמן
רוֹקֵק,רוקק
עֵינוֹ,עינו
וְלִבִּי,וליבי
רְקִיקָה,רקיקה
אַמִּנְעָל,אמנעל
מִנְעָל,מנעל
אַדְּיָלֵף,אדיליף
מִמִּנְעָל,ממנעל
מִקַּפֶּנְדַּרְיָא,מקפנדריא
יָלֵף,יליף
שֶׁבְּיָדוֹ,שבידו
בְּמִנְעָלוֹ,במנעלו
שֶׁבְּרַגְלוֹ,שברגלו
בְּמָעוֹת,במעות
הַצְּרוּרִים,הצרורים
בִּסְדִינוֹ,בסדינו
מֻפְשֶׁלֶת,מופשלת
יַעֲשֶׂנָּה,יעשנה
שַׁל,של
נְעָלֶיךָ,נעליך
רַגְלֶיךָ,רגליך
בִּלְבוּשׁ,בלבוש
שָׂק,שק
מָאוּס,מאוס
מְאוּסָה,מאוסה
בְּמִנְעָל,במנעל
דִּשְׁרֵי,דשרי
וּלְהֶתֵּר,ולהיתר
וּלְאִסּוּר,ולאסור
אַקַּפֶּנְדַּרְיָא,אקפנדריא
קָפֵד,קפיד
אַרְקִיקָה,ארקיקה
וּמִנְעָל,ומנעל
בַּמִּקְדָּשׁ,במקדש
קוּמוּ,קומו
וִיבָרְכוּ,ויברכו
כְּבֹדֶךָ,כבודך
וּמְרוֹמַם,ומרומם
וּתְהִלָּה,ותהילה
בִּשְׁלוֹם,בשלום
בֹּעַז,בועז
מִדַּעְתֵּהּ,מדעתיה
דְּנַפְשֵׁהּ,דנפשיה
לְגִדְעוֹן,לגדעון
הַמַּכְנִיסִין,המכניסין
פַּזֵּר,פזר
הַמְפַזְּרִים,המפזרים
כַּנֵּס,כנס
מְפַזֵּר,מפזר
וְנוֹסָף,ונוסף
זָלַת,זלת
קְבֹץ,קבוץ
בַּאֲתַר,באתר
גְּבַר,גבר
תַּמָּן,תמן
תִּהְוֵי,תהוי
בְּשֶׁשְּׁנֵיהֶם,בששניהם
שָׁוִין,שוין
אֵיזוֹהִי,איזוהי
גּוּפֵי,גופי
דָעֵהוּ,דעהו
יְיַשֵּׁר,יישר
אֹרְחֹתֶיךָ,ארחותיך
יְלַמֵּד,ילמד
אֻמָּנוּת,אומנות
נְקִיָּה,נקייה
וְקַלָּה,וקלה
דְתַלְמִיּוּתָא,דתלמיותא
יַרְבֶּה,ירבה
רֵעִים,ריעים
לְהִתְרוֹעֵעַ,להתרועע
יְמַנֶּה,ימנה
אַפֹּטְרוֹפּוֹס,אפטרופוס
מִנָּה,מינה
פּוֹטִיפַר,פוטיפר
לְאוֹתוֹ,לאותו
נָזִיר,נזיר
בְּקִלְקוּלָהּ,בקלקולה
יַזִּיר,יזיר
פַּרְנָךְ,פרנך
תְּרוּמוֹת,תרומות
וּמַעַשְׂרוֹת,ומעשרות
לַכֹּהֵן,לכוהן
נִצְרָךְ,נצרך
וְאִישׁ,ואיש
קֳדָשָׁיו,קודשיו
תִשְׂטֶה,תשטה
שֶׁנִּצְרָךְ,שנצרך
הַקַּפָּר,הקפר
הַמְּשַׁתֵּף,המשתף
בְּצַעֲרוֹ,בצערו
כּוֹפְלִין,כופלין
בְּצָרֶיךָ,בצריך
תּוֹעָפוֹת,תועפות
מְעוֹפֶפֶת,מעופפת
הַמַּרְפֶּה,המרפה
הִתְרַפִּיתָ,התרפית
כֹּחֶכָה,כחכה
מִשְׁתַּעֵי,משתעי
כְּשֶׁיָּרַד,כשירד
מְעַבֵּר,מעבר
וְקוֹבֵעַ,וקובע
שִׁגְּרוּ,שגרו
כִּפָּר,כיפר
זְכַרְיָה,זכריה
קְבוּטָל,קבוטל
בָּאתֶם,באתם
הִכְרִיז,הכריז
גְּדוֹלֵי,גדולי
הַדּוֹר,הדור
וַאֲבוֹתֵיהֶם,ואבותיהם
שִׁמְּשׁוּ,שמשו
כְּאוֹתָהּ,כאותה
שֶׁשָּׁנִינוּ,ששנינו
קָרִיתִי,קריתי
מְטַהֲרִים,מטהרים
מַתִּירִים,מתירים
תֹּהוּ,תוהו
בָּנִיתָ,בנית
גָּדַרְתָּ,גדרת
לִפְרֹץ,לפרוץ
הַנַּח,הנח
הִנַּחְתִּי,הנחתי
כְּמוֹתִי,כמותי
שֶׁהִנַּחְתָּ,שהנחת
תְּיָשִׁים,תישים
קַרְנַיִם,קרנים
שִׁגְּרוּנוּ,שגרונו
אֶצְלְךָ,אצלך
וְאִמְרוּ,ואמרו
בִּשְׁמֵנוּ,בשמנו
בְּנִדּוּי,בנידוי
לְאַחֵינוּ,לאחינו
שֶׁבַּגּוֹלָה,שבגולה
שׁוֹמְעִין,שומעין
אֲחִיָּה,אחייה
יִבְנֶה,יבנה
חֲנַנְיָה,חנניה
יְנַגֵּן,ינגן
בְּכִנּוֹר,בכנור
וְיִכְפְּרוּ,ויכפרו
בֵּאלֹהֵי,באלהי
גָּעוּ,געו
בִּבְכִיָּה,בבכיה
מִצִּיּוֹן,מציון
תֵּצֵא,תצא
וּדְבַר,ודבר
מִירוּשָׁלָיִם,מירושלים
מְטַמְּאִין,מטמאין
מְטַהֲרִין,מטהרין
שֶׁטִּמֵּא,שטימא
לְהַתִּיר,להתיר
נִגָּרְרוּ,נגררו
רַבּוֹתֵינוּ,רבותינו
לַכֶּרֶם,לכרם
פָּתְחוּ,פתחו
בִּכְבוֹד,בכבוד
אַכְסַנְיָא,אכסניא
וְדָרְשׁוּ,ודרשו
הַמְדַבְּרִים,המדברים
וּמֹשֶׁה,ומשה
הָאֹהֶל,האהל
וְנָטָה,ונטה
אֲרוֹן,ארון
מְרֻחָק,מרוחק
שֶׁהוֹלְכִים,שהולכים
מֵעִיר,מעיר
וּמִמְּדִינָה,וממדינה
לִמְדִינָה,למדינה
וְדִבֶּר,ודבר
נַסְבִּיר,נסביר
הִסְבַּרְתִּי,הסברתי
הַסְבֵּר,הסבר
וְהַחֲזֵר,והחזר
וְשָׁב,ושב
בְּכַעַס,בכעס
וְתַלְמִיד,ותלמיד
תַּלְמִידְךָ,תלמידך
מְשָׁרֵת,משרת
נַעַר,נער
יָמִישׁ,ימיש
נִהְיֵיתָ,נהיית
לְעָם,לעם
שֶׁחֲבִיבָה,שחביבה
לוֹמְדֶיהָ,לומדיה
כַּיּוֹם,כיום
כְּפַר,כפר
עַכּוֹ,עכו
וְעֶרֶב,וערב
עֲשׂוּ,עשו
כִּתּוֹת,כיתות
וְעִסְקוּ,ועסקו
נִקְנֵית,נקנית
הַבַּדִּים,הבדים
וְנֹאָלוּ,ונואלו
שׂוֹנְאֵיהֶם,שונאיהם
שֶׁיּוֹשְׁבִים,שיושבים
בַּד,בד
בְּבַד,בבד
שֶׁמִּטַּפְּשִׁים,שמטפשים
נוֹאַלְנוּ,נואלנו
חָטָאנוּ,חטאנו
נוֹאֲלוּ,נואלו
שָׂרֵי,שרי
צֹעַן,צוען
כַּתְּתוּ,כתתו
עַצְמְכֶם,עצמכם
שֶׁמֵּמִית,שממית
הַס,הס
כַּתֵּת,כתת
יִלְמֹד,ילמד
יֶהֱגֶה,יהגה
מִיץ,מיץ
חָלָב,חלב
חֶמְאָה,חמאה
וּמִיץ,ומיץ
דָם,דם
רִיב,ריב
בְּמִי,במי
שֶׁמֵּקִיא,שמקיא
שֶׁיָּנַק,שינק
מִשְׁדֵּי,משדי
שֶׁכּוֹעֵס,שכועס
וְשׁוֹתֵק,ושותק
לְדָם,לדם
וּשְׁנִיָּה,ושנייה
דִּינֵי,דיני
מָמוֹנוֹת,ממונות
לְדִינֵי,לדיני
שֶׁיִּתְחַכֵּם,שיתחכם
בְּדִינֵי,בדיני
מִקְצוֹעַ,מקצוע
כְּמַעְיָן,כמעיין
נוֹבֵעַ,נובע
נָבַלְתָּ,נבלת
בְהִתְנַשֵּׂא,בהתנשא
זַמּוֹתָ,זמות
לְפֶה,לפה
הַמְנַבֵּל,המנבל
לְהִתְנַשֵּׂא,להתנשא
זָמַם,זמם
הַקֵּינִי,הקיני
סֻּרוּ,סורו
רְדוּ,רדו
עֲמָלֵקִי,עמלקי
אֹסִפְךָ,אוסיפך
עָשִׂיתָה,עשיתה
קֵרַב,קירב
וּמַאֲכִילוֹ,ומאכילו
וּמַשְׁקֵהוּ,ומשקהו
תְתַעֵב,תתעב
אֲדֹמִי,אדמי
אָחִיךָ,אחיך
מִצְרִי,מצרי
גֵר,גֵר
בְאַרְצוֹ,בארצו
מִצְרִיִּים,מצריים
קֵרְבוּ,קרבו
לְצֹרֶךְ,לצורך
יָדַעְתָּ,ידעת
וְיֶשׁ,ויש
וְשַׂמְתָּם,ושמתם
מִקְנֶה,מקנה
עֹבֵד,עובד
אֱדֹם,אדום
הַגִּתִּי,הגתי
בַּעֲבוּר,בעבור
כִּבֵּד,כבד
וְרִבֵּץ,ורבץ
שֶׁבֵּרְכוֹ,שברכו
חָמוֹת,חמות
כַּלּוֹתֶיהָ,כלותיה
שֶׁיָּלְדוּ,שילדו
בְּכָרֵס,בכרס
פְּעֻלְּתַי,פעלתי
הַשְּׁמִינִי,השמיני
בֵרְכוֹ,ברכו
וּבְנֵיהֶם,ובניהם
וַאֲחֵיהֶם,ואחיהם
בַּכֹּחַ,בכח
לַעֲבֹדָה,לעבודה
וּשְׁנַיִם,ושניים
לְעֹבֵד,לעובד
הַלֵּוִי,הלוי
הַדּוֹחֵק,הדוחק
דּוֹחַקְתּוֹ,דוחקתו
הַנִּדְחֶה,הנדחה
נִדְחֵת,נדחת
מִפָּנָיו,מפניו
מִדְּרַבָּה,מדרבה
עוֹקֵר,עוקר
שְׁלַחוּ,שלחו
וְעוֹקֵר,ועוקר
חִטַּיָּא,חיטייא
כַּלְדָּאֵי,כלדאי
מָלְכַתְּ,מלכת
תַּרְתֵּין,תרתין
מְלַךְ,מלך
עֶשְׂרִין,עשרין
וְתַרְתֵּין,ותרתין
אֻמָּנָא,אומנא
יַעַנְךָ,יענך
יְשַׂגֶּבְךָ,ישגבך
וְיִצְחָק,ויצחק
בְּעׇבְיָהּ,בעובייה
קוֹרָה,קורה
מִסְּעוּדָה,מסעודה
שֶׁתַּלְמִיד,שתלמיד
שָׁרוּי,שרוי
בְּתוֹכָהּ,בתוכה
לֶאֱכׇל,לאכל
חֹתֵן,חתן
הַנִּפְטָר,הנפטר
וְהִצְלִיחַ,והצליח
לְאַבְשָׁלוֹם,לאבשלום
וְנִתְלָה,ונתלה
אֲבֹתֶיךָ,אבותיך
מֵחַיִל,מחיל
חָיִל,חיל
בְּצִיּוֹן,בציון
מְנוּחָה,מנוחה
מַרְבִּים,מרבים
בָּנַיִךְ,בנייך
לִמּוּדֵי,למודי
בָּנָיִךְ,בנייך
בּוֹנָיִךְ,בוניך
רָב,רב
לְאֹהֲבֵי,לאוהבי
מִכְשׁוֹל,מכשול
בְּחֵילֵךְ,בחילך
שַׁלְוָה,שלוה
בְּאַרְמְנוֹתָיִךְ,בארמנותיך
וְרֵעָי,ורעי
אֲדַבְּרָה,אדברה
אֲבַקְשָׁה,אבקשה
בַשָּׁלוֹם,בשלום
יְצִיאוֹת,יציאות
בִּפְנִים,בפנים
פָּשַׁט,פשט
שֶׁנָּטַל,שנטל
מִתּוֹכָהּ,מתוכה
וְהוֹצִיא,והוציא
לַחוּץ,לחוץ
וְהֶעָנִי,והעני
וְנָטַל,ונטל
שְׁבוּעוֹת,שבועות
יְדִיעוֹת,ידיעות
תּוֹלָדוֹת,תולדות
וִיצִיאוֹת,ויציאות
לְחִיּוּב,לחיוב
וּמֵהֶן,ומהן
לִפְטוּר,לפטור
דְּמַרְאוֹת,דמראות
לְחִיּוּבָא,לחיובא
חִיּוּבֵי,חיובי
וּפְטוּרֵי,ופטורי
דְּהוֹצָאָה,דהוצאה
דְּהַכְנָסָה,דהכנסה
הַכְנָסָה,הכנסה
הוֹצָאָה,הוצאה
מִדִּתְנַן,מדתנן
מֵרְשׁוּת,מרשות
מְעַיֵּל,מעייל
עֲקִירַת,עקירת
מְפָרֵשׁ,מפרש
וְלִיטַעְמָךְ,וליטעמיך
שִׁתְסְרֵי,שיתסרי
דְרֵישָׁא,דרישא
דְסֵיפָא,דסיפא
בְּכֻלֵּי,בכולי
פְּטוּרֵי,פטורי
דְשַׁבָּת,דשבת
צֵידַת,צידת
צְבִי,צבי
וְצֵידַת,וצידת
וּמֵפִיס,ומפיס
מֻרְסָא,מרסא
חִיּוּב,חיוב
אִתְעֲבִידָא,איתעבידא
מִבֵּינַיְהוּ,מבינייהו
מֵעַם,מעם
בַּעֲשׂוֹתָהּ,בעשותה
מִקְצָתָהּ,מקצתה
גַּמְדָּא,גמדא
נִזְרְקָה,נזרקה
בַּעֲשֹׂתָהּ,בעשותה
שֶׁעֲשָׂאָהּ,שעשאה
הִטְעִינוֹ,הטעינו
וּמַשְׁקִין,ומשקין
וְהוֹצִיאָן,והוציאן
כַּעֲקִירַת,כעקירת
וּמִיחַיַּב,ומיחייב
לְיָדוֹ,לידו
נָיַח,נייח
מַסֶּכְתָּא,מסכתא
תְּשַׁיְּלֵהּ,תשייליה
בְּמַסֶּכְתָּא,במסכתא
כַּסֵּפְתֵּהּ,כספתיה
דִּמְשַׁנֵּי,דמשני
שִׁנּוּיָא,שינויא
מְשַׁנֵּי,משני
מִשֶּׁחָשֵׁכָה,משחשיכה
דְעָנִי,דעני
שֶׁתֵּעָשֶׂה,שתיעשה
קַנְסוּהּ,קנסוה
וְהוֹצִיאָהּ,והוציאה
לְהַחֲזִירָהּ,להחזירה
כְּכַרְמְלִית,ככרמלית
שָׁדֵי,שדי
וּמִדְּלָא,ומדלא
מְשַׁנִּינַן,משנינן
תִּפְשׁוֹט,תפשוט
הִדְבִּיק,הדביק
בַּתַּנּוּר,בתנור
הִתִּירוּ,התירו
לִרְדּוֹתָהּ,לרדותה
וְתִפְשֹׁט,ותפשוט
בְּקָנְסוּ,בקנסו
שׁוֹגֵג,שוגג
מֵזִיד,מזיד
קָנְסוּ,קנסו
לְאוֹתָהּ,לאותה
לְחָצֵר,לחצר
כְּדִבְעָא,כדבעא
תֵּיכוּל,תיכול
כּוֹרָא,כורא
דְּמִלְחָא,דמילחא
מַחְשַׁבְתּוֹ,מחשבתו
שֶׁיָּבוֹא,שיבוא
אִדְּכַר,אידכר
דְּאִהַדַּר,דאיהדר
וְאִדְּכַר,ואידכר
מִחַיַּב,מיחייב
חַיָּבֵי,חייבי
חֲטָאוֹת,חטאות
תְּחִלָּתָן,תחילתן
שְׁגָגָה,שגגה
וְסוֹפָן,וסופן
סְקִילָה,סקילה
שֵׁלָא,שילא
חֲטָא,חטא
עֲקִירָה,עקירה
וְהַנָּחָה,והנחה
מְקוֹם,מקום
הַזּוֹרֵק,הזורק
וּרְשׁוּת,ורשות
פּוֹטְרִים,פוטרים
קְלוּטָה,קלוטה
שֶׁהֻנְּחָה,שהונחה
דִּפְשִׁיטָא,דפשיטא
דְּבִקְלוּטָה,דבקלוטה
וּבְתוֹךְ,ובתוך
מִמּוֹשִׁיט,ממושיט
זָרַק,זרק
וְנָח,ונח
זִיז,זיז
פּוֹטְרִין,פוטרין
לְקַמָּן,לקמן
כִּדְאַבָּיֵי,כדאביי
בָּאִילָן,באילן
וְנוֹפוֹ,ונופו
נוֹטֶה,נוטה
וְזָרַק,וזרק
אַנּוֹפוֹ,אנופו
שְׁדִי,שדי
נוֹפוֹ,נופו
עִקָּרוֹ,עיקרו
בִּרְשׁוּת,ברשות
מְקֹרֶה,מקרה
דְּמַלְיָא,דמליא
בִּמְקֹרֶה,במקורה
לְדִגְלֵי,לדגלי
מִדְבָּר,מדבר
וְקִבֵּל,וקבל
דִּפְשֵׁט,דפשיט
כַּנְפֵהּ,כנפיה
וְקַבְּלַהּ,וקיבלה
בִּטְרַסְקָל,בטרסקל
וְהִנִּיחַ,והניח
טְרַסְקָל,טרסקל
נָעַץ,נעץ
וּבְרֹאשׁוֹ,ובראשו
גַּבָּיו,גביו
שֶׁשִּׁלְשֵׁל,ששלשל
וְקִבְּלָהּ,וקיבלה
בְּשׁוֹחֶה,בשוחה
בְּנַנָּס,בננס
אִכְּפַל,איכפל
לְאַשְׁמֹעִינַן,לאשמעינן
חֲשׁוּבָה,חשובה
אִילְעַאי,אילעאי
דְּאַחְשְׁבַהּ,דאחשבה
לִידֵהּ,לידיה
אַחְשְׁבַהּ,אחשבה
וְנֶעֱקַר,ונעקר
וְקִבְּלוֹ,וקיבלו
קָמִבַּעְיָא,קמיבעיא
כֹחוֹת,כחות
הִכְנִיס,הכניס
חֲצַר,חצר
גְשָׁמִים,גשמים
קָלַט,קלט
שֶׁקָּלַט,שקלט
כֹּתֶל,כותל
בְּכֹתֶל,בכותל
מְשֻׁפָּע,משופע
בַּסֵּפֶר,בספר
הָאִסְקֻפָּה,האסקופה
וְנִתְגַּלְגֵּל,ונתגלגל
הַסֵּפֶר,הספר
גּוֹלְלוֹ,גוללו
מִשֶּׁהִגִּיעַ,משהגיע
הוֹפְכוֹ,הופכו
הַכְּתָב,הכתב
אֵמוֹר,אימור
דַּעֲבִיד,דעביד
דְּנָיַח,דנייח
עֲבִידִי,עבידי
דְּנָיְחִי,דנייחי
גֻּמָּא,גומא
הַנָּחָתָן,הנחתן
אֱגוֹז,אגוז
הַנָּחָתוֹ,הנחתו
וּכְלִי,וכלי
צָף,צף
דְּנָיֵד,דנייד
שֶׁצָּף,שצף
וְנָגַע,ונגע
טְבוּל,טבול
בַּשֶּׁמֶן,בשמן
פָּסַל,פסל
מְחֻבָּרִים,מחוברים
שֶׁיַּעֲמֹד,שיעמוד
לָפוּשׁ,לפוש
מִדְּאָמַר,מדאמר
לְכַתֵּף,לכתף
חֲפָצִים,חפצים
מִזָּוִית,מזווית
לְזָוִית,לזווית
וְנִמְלַךְ,ונמלך
מֵחֲנוּת,מחנות
לִפְלַטְיָא,לפלטיא
כְּעוֹמֵד,כעומד
דְּקָסָבְרִי,דקסברי
אַשְׁכַּחְנָא,אשכחנא
דְּחַיָּב,דחייב
אַמַּעֲבִיר,אמעביר
דְּכַמָּה,דכמה
בִּסְטָיו,בסטיו
פְּטוּר,פטור
אַמּוֹצִיא,אמוציא
צִדֵּי,צידי
אַצִּדֵּי,אצדי
דְּשָׁמְעַתְּ,דשמעת
חִיפּוּפֵי,חיפופי
וּמוֹדֶה,ומודה
בְּזוֹרֵק,בזורק
הַמַּכְנִיס,המכניס
הַמּוֹשִׁיט,המושיט
וְהַמַּכְנִיס,והמכניס
וְהַזּוֹרֵק,והזורק
רְשׁוּיוֹת,רשייות
לַשַּׁבָּת,לשבת
וְכַרְמְלִית,וכרמלית
וּמְקוֹם,ומקום
חָרִיץ,חריץ
עָמֹק,עמק
גְּמוּרָה,גמורה
סְרַטְיָא,סרטיא
וּפְלַטְיָא,ופלטיא
וּמְבוֹאוֹת,ומבואות
הַמְפֻלָּשִׁין,המפולשין
הוֹצִיא,הוציא
וְנִסְקָל,ונסקל
וּבִקְעָה,ובקעה
וְאִסְטְוָנִית,ואיסטוונית
וְהַכַּרְמְלִית,והכרמלית
מְפֻלָּשִׁין,מפולשין
עֵרְבוּ,ערבו
מֵעָנִי,מעני
יִטֹּל,ייטול
שְׁלָשְׁתָּן,שלושתן
אִסְקֻפָּה,איסקופה
שֶׁהַפֶּתַח,שהפתח
כְּלִפְנִים,כלפנים
כְּלַחוּץ,כלחוץ
גְּבוֹהָה,גבוהה
לְעַצְמָהּ,לעצמה
